x,y
5.4881350392732475,29.65450786127179
7.151893663724195,34.99358978951999
6.027633760716439,35.99427342345802
5.448831829968968,24.815775427356154
4.236547993389047,21.034959534504537
6.458941130666561,29.44885970151621
4.375872112626925,26.03457170516168
8.917730007820797,40.20383605668101
9.636627605010293,45.209618148604235
3.8344151882577773,19.781916673047135
7.917250380826646,35.25869735976178
5.288949197529044,24.25954820175923
5.680445610939323,31.285078338410024
9.25596638292661,40.40569504519258
0.7103605819788694,6.807265944716013
0.8712929970154071,9.17242369467127
0.2021839744032572,11.018668196092381
8.32619845547938,36.27580657984814
7.781567509498505,41.50571911298206
8.700121482468191,37.761470008812395
9.78618342232764,50.90932833944452
7.9915856421672355,38.65285458514596
4.6147936225293185,30.226785372020643
7.805291762864554,39.269622248908675
1.1827442586893322,14.123612828740345
6.399210213275238,27.98871877564416
1.433532874090464,10.562201122125952
9.446689170495839,40.98872229411504
5.218483217500717,25.835334845224317
4.146619399905235,19.773754789163384
2.64555612104627,15.76205627812484
7.742336894342166,37.11197752251537
4.5615033221654855,20.887488252149787
5.684339488686485,31.66207914844614
0.18789800436355142,8.417606559519957
6.176354970758771,29.359314792429537
6.120957227224214,31.716309443563855
6.169339968747569,27.616764982574693
9.437480785146242,45.509388096146765
6.818202991034834,38.565773939901476
3.59507900573786,19.566005547464677
4.3703195379934145,26.155381951610476
6.976311959272649,31.223226461134516
0.6022547162926983,11.572290906356448
6.667667154456677,31.564729547298718
6.706378696181594,30.657428404797546
2.103825610738409,16.28043179105447
1.289262976548533,7.358127368069068
3.1542835092418384,22.906534329140985
3.637107709426226,16.595385599630376
